Jugadores,MIN,PTS,OREB,DREB,REB,AST,FP,PER,ROB,TAP,+/-,EFC,Team,Opp,Resultado,Game_URL,Fecha,Match_ID,Inicialistas,#_MADE,#_ATTEMPT,TCC,TCI,2PC,2PI,3PC,3PI,TLC,TLI
A'jah Davis,20.63,8.0,4.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,10.0,11.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,25.0,0.0,3.0,11.0,3.0,11.0,0.0,0.0,2.0,2.0
Alexia Lagunas,15.02,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0,2.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,77.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0
Fabiola Mendoza,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monica Aristondo,5.22,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silvia Vega,14.97,2.0,3.0,5.0,8.0,1.0,2.0,0.0,2.0,0.0,3.0,8.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,9.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0
Maria Montero ,27.92,6.0,0.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,-18.0,2.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,10.0,0.0,3.0,9.0,3.0,6.0,0.0,3.0,0.0,0.0
Elisa Dominguez ,13.27,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,11.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Astrid Heredia,5.93,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,15.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Fatima Aviles,16.4,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-7.0,-3.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,16.0,0.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0
Guadalupe Vazquez,9.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.0,-2.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,23.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Gabriela Alfaro,6.63,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-2.0,-1.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,24.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0
Brandi Harvey-Carr ,32.38,8.0,5.0,3.0,8.0,0.0,2.0,3.0,1.0,2.0,-11.0,4.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,44.0,0.0,3.0,13.0,3.0,11.0,0.0,2.0,2.0,4.0
Anisleidy Galindo ,40.0,15.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,0.0,-14.0,11.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,56.0,0.0,4.0,13.0,4.0,11.0,0.0,2.0,7.0,8.0
Rachel Contreras ,26.72,5.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,-20.0,7.0,Salvadorenas B.C.,Pioneras de Delicias,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,87.0,0.0,2.0,7.0,1.0,4.0,1.0,3.0,0.0,0.0
Daihana Murillo ,27.77,7.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,20.0,5.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,4.0,0.0,3.0,8.0,2.0,3.0,1.0,5.0,0.0,0.0
Yuliany Paz ,27.07,9.0,5.0,7.0,12.0,3.0,2.0,3.0,1.0,3.0,19.0,20.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,6.0,0.0,4.0,8.0,4.0,7.0,0.0,1.0,1.0,2.0
Laura Ramirez,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carolina Lopez ,25.88,9.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0,9.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,8.0,0.0,4.0,9.0,4.0,8.0,0.0,1.0,1.0,2.0
Valentina Lopez,20.6,7.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,9.0,5.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,10.0,0.0,2.0,7.0,1.0,3.0,1.0,4.0,2.0,2.0
Mayra Caicedo,20.57,6.0,0.0,2.0,2.0,6.0,4.0,2.0,1.0,0.0,8.0,7.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,11.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,4.0,5.0
Jenifer Muñoz ,29.1,17.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,12.0,11.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,12.0,0.0,5.0,16.0,1.0,6.0,4.0,10.0,3.0,4.0
Lorena Hurtado,9.12,2.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,-2.0,3.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0
Marlyn Vente ,20.58,5.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,7.0,9.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,14.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0
Estefania Andrade,2.63,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-5.0,0.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Melisa Suaza,2.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Maria Salguedo,4.25,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-8.0,0.0,Indeportes Antioquia,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,24.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0
Fabiola Mendoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monica Aristondo,4.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,6.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Silvia Vega,8.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,9.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
Maria Montero ,35.77,10.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,-15.0,3.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,10.0,0.0,3.0,11.0,3.0,7.0,0.0,4.0,4.0,11.0
Elisa Dominguez,6.73,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astrid Heredia,13.37,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatima Aviles,5.25,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
Guadalupe Vazquez ,15.48,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,-6.0,-1.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,23.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0
Gabriela Alfaro,14.42,3.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,No,24.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0
Brandi Harvey-Carr ,18.07,9.0,1.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,-15.0,4.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,44.0,0.0,3.0,6.0,3.0,6.0,0.0,0.0,3.0,6.0
Anisleidy Galindo ,38.08,12.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,0.0,-20.0,5.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,56.0,0.0,5.0,16.0,5.0,16.0,0.0,0.0,2.0,3.0
Rachel Contreras ,40.0,9.0,4.0,6.0,10.0,2.0,2.0,2.0,3.0,1.0,-14.0,17.0,Salvadorenas B.C.,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118324-IND-SAL,27/SEPT/24,118324-IND-SAL,Sí,87.0,0.0,3.0,8.0,3.0,6.0,0.0,2.0,3.0,4.0
Ameela Li ,33.48,11.0,0.0,2.0,2.0,6.0,3.0,1.0,4.0,0.0,5.0,15.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,1.0,0.0,4.0,10.0,3.0,7.0,1.0,3.0,2.0,3.0
Danielle Robinson ,24.72,6.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,6.0,1.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,3.0,0.0,2.0,11.0,2.0,9.0,0.0,2.0,2.0,3.0
Kamilah Jackson ,20.17,7.0,1.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,5.0,0.0,3.0,8.0,2.0,7.0,1.0,1.0,0.0,0.0
Aquira Decosta,5.72,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,10.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0
Mo Bennett,15.62,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,12.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0
Jazmine Jackson,23.95,16.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,13.0,18.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,15.0,0.0,3.0,7.0,0.0,0.0,3.0,7.0,7.0,8.0
Faatimah A,16.57,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,22.0,0.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0
Aliyah Collier ,27.45,24.0,0.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,10.0,22.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,24.0,0.0,9.0,23.0,7.0,14.0,2.0,9.0,4.0,5.0
Rebecca Harris ,29.33,9.0,2.0,5.0,7.0,0.0,2.0,0.0,2.0,0.0,15.0,16.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,30.0,0.0,4.0,6.0,3.0,4.0,1.0,2.0,0.0,0.0
Emer Nichols,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,-1.0,Phoenix,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perla Hernandez,14.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,4.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
Taiyier Parks,11.62,4.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,-17.0,7.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,5.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0
Paulina Rodriguez,11.68,3.0,2.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,7.0,0.0,1.0,8.0,0.0,4.0,1.0,4.0,0.0,0.0
Daniela Soto ,24.13,9.0,0.0,4.0,4.0,1.0,2.0,4.0,0.0,0.0,-15.0,-2.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,10.0,0.0,4.0,16.0,3.0,8.0,1.0,8.0,0.0,0.0
Jazmin Valenzuela ,13.4,5.0,1.0,7.0,8.0,1.0,2.0,1.0,0.0,1.0,-1.0,8.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,14.0,0.0,2.0,7.0,2.0,7.0,0.0,0.0,1.0,2.0
Adriana Romero,8.27,5.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,8.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,16.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
Waleska Perez,21.2,7.0,0.0,6.0,6.0,1.0,1.0,4.0,1.0,0.0,-3.0,7.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,17.0,0.0,3.0,7.0,2.0,2.0,1.0,5.0,0.0,0.0
Abdi Xicontencatl,8.88,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,-2.0,1.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,18.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0
Camila Suarez ,18.0,15.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,-11.0,12.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,20.0,0.0,4.0,9.0,2.0,5.0,2.0,4.0,5.0,5.0
Karla Hernandez,12.98,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,-5.0,1.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,No,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
A'jah Davis ,31.73,12.0,3.0,9.0,12.0,5.0,2.0,4.0,0.0,0.0,-3.0,21.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,25.0,0.0,5.0,7.0,5.0,7.0,0.0,0.0,2.0,4.0
Alexia Lagunas ,23.93,3.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,-6.0,6.0,Pioneras de Delicias,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118325-BAP-PIO,27/SEPT/24,118325-BAP-PIO,Sí,77.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0
Daihana Murillo,18.02,4.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,4.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,4.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,2.0
Diana Prens,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuliany Paz ,26.45,10.0,6.0,8.0,14.0,2.0,2.0,1.0,1.0,0.0,15.0,11.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,6.0,0.0,3.0,11.0,3.0,10.0,0.0,1.0,4.0,11.0
Laura Ramirez,15.82,5.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,5.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,7.0,0.0,2.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0
Carolina Lopez ,26.08,3.0,0.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,4.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,8.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,1.0,2.0
Mabel Martínez ,25.78,13.0,0.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,16.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,10.0,0.0,4.0,10.0,1.0,3.0,3.0,7.0,2.0,2.0
Mayra Caicedo,20.6,2.0,0.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,11.0,7.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,11.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0
Jenifer Muñoz ,25.8,6.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,8.0,8.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,12.0,0.0,3.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0
Lorena Hurtado,9.63,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-2.0,-2.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,13.0,0.0,2.0,7.0,2.0,6.0,0.0,1.0,0.0,0.0
Valentina Lopez ,29.38,23.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,21.0,0.0,8.0,18.0,2.0,4.0,6.0,14.0,1.0,2.0
Melisa Suaza,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Salguedo,1.13,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Indeportes Antioquia,Union Florida,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Lara Leivas ,9.58,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,6.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
